[INFO] [2020-02-07 15:37:30,152] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[ERROR] [2020-02-07 15:38:04,109] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,109] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,110] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,111] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,111] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,112] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,155] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,156] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,156] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,157] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,158] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,158] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,158] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,209] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,209] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,210] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,211] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,212] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,212] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,212] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,263] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,264] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,264] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,265] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,266] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,266] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,267] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,310] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,310] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,311] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,312] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,312] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,313] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,313] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,366] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,366] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,367] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,368] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,368] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,369] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,369] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,410] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,410] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,411] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,412] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,412] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,412] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,413] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,456] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,457] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,457] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,458] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,458] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,459] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,459] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,509] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,510] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,510] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,512] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,512] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,512] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,513] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,558] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,558] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,559] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,561] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,561] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,561] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,562] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,604] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,605] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,605] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,607] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,607] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,607] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,608] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,665] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,665] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,665] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,667] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,667] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,667] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,668] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,711] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,711] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,712] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,713] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,713] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,713] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,714] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,757] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,757] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,758] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,759] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,760] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,760] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,760] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,802] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,802] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,803] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,804] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,804] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,805] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,805] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:04,863] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,863] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,864] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,865] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:04,865] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:04,866] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:04,866] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
